Open,High,Low,Close,Volume
239.804993,240,233.955002,238.029999,7809900
238.5,245,236.699997,244.125,10286700
244.5,245.600006,241.005005,242.434998,3853630
242.440002,244.274994,237.994995,238.625,5863270
253.990005,253.990005,235.300003,239.845001,8275100
242.300003,242.300003,235.854996,236.884995,8324520
236.899994,237.199997,232.809998,233.554993,4930230
233.005005,237.479996,231.664993,236.509995,7297530
238,238,231.850006,232.664993,6475190
233.600006,236.75,229.899994,230.470001,8629790
230.800003,232.600006,229.100006,230.139999,5069720
230.600006,230.600006,224.039993,225.429993,8220330
225.649994,231.585007,224.100006,226.669998,21069230
228,229.800003,223.699997,227.990005,8132430
229.800003,236.600006,228.505005,234.919998,10134800
236.5,238.699997,234.300003,235.035004,5561020
236.100006,237.190002,235.104996,236.225006,3540760
239,240.5,236.755005,238.919998,4858160
239.339996,240,232.544998,233.539993,4255460
234,240.679993,233.035004,239.850006,6858050
240,241.979996,238.335007,239.585007,4467170
238.509995,240.940002,233.625,235.330002,3364370
234.5,237.899994,230.5,231.490005,6201550
231.5,239.199997,231.399994,238.585007,11407980
239.970001,239.970001,232.5,237.259995,9149670
241.899994,241.899994,231.875,234.035004,8315990
234.5,236.399994,229.199997,230.360001,5876340
232.100006,239.095001,230.600006,237.990005,5510950
236.5,238,230.744995,237.179993,5708120
235.399994,237.389999,228.994995,231.139999,4128750
232.5,235.869995,229.225006,232.304993,11343870
232.600006,234,227.600006,229.789993,7569690
230,231.789993,228.5,229.789993,5909430
229.699997,233.404999,225.850006,228.539993,8626780
228.854996,237.5,228,236.705002,8040720
237.800003,240,235.309998,239.175003,7369280
239.5,240,237.199997,239.565002,3961790
242,242.5,237.524994,238.324997,4681560
238,239,232.850006,235.164993,8597350
234,234,226.520004,228.044998,11744220
227.315002,228.440002,221.929993,223.199997,18283920
220,223.225006,217.029999,222.235001,20621230
224.300003,224.5,218.139999,223.899994,7911680
224.699997,227.589996,221.199997,223.824997,5922080
223,223,215,216.289993,11210210
216.300003,221.960007,215,220.080002,9759180
219.979996,219.979996,215.145004,217.25,5161220
217.300003,221.904999,217.190002,221.410004,6175580
223.300003,224,217.005005,217.880005,7503240
218,220.399994,217.395004,219.095001,3263270
218.899994,222.475006,217.5,221.839996,3516710
221.899994,223,219.710007,221.369995,3770630
222.389999,226.869995,221.514999,225.615005,4675030
225.600006,233.679993,225.354996,232.779999,8071040
233.619995,234.339996,228.804993,230.550003,7252350
230.5,236.5,229.205002,234.634995,8248910
237,239.964996,235.039993,239.050003,5398390
238.649994,238.800003,233.300003,234.554993,8284130
234.970001,234.970001,229.75,230.820007,7825920
231.600006,234.264999,230.899994,232.774994,5435090
232.619995,232.619995,226.100006,226.945007,7948010
225.604996,227,213.800003,215.225006,20070860
217,221.869995,212.5,214.660004,12157590
216.899994,221.399994,210.660004,220.529999,9905330
220.899994,221.740005,212.639999,214.300003,9486010
215,220.800003,203,204.955002,12791410
206,209.300003,205.054993,206.809998,12280820
208.679993,211.600006,204.664993,210.934998,8420160
211.164993,211.404999,206.300003,207.544998,8992050
206.925003,213.440002,204.589996,211.755005,9638540
210.399994,212.470001,207.610001,209.414993,8297610
209.5,215.399994,207.300003,214.860001,12774160
215.119995,217.485001,207.009995,208.429993,14110540
210,210,204.100006,205.089996,18945580
205.5,208.934998,204.205002,205.425003,17798420
204.270004,206.345001,199.619995,204.729996,11118030
207.690002,207.690002,201.509995,203.960007,8551230
205.149994,206.350006,200.619995,201.990005,9762170
202,207.175003,201,206.095001,5796030
205.100006,208.5,200.5,201.774994,9253200
204.5,206,202.020004,203.884995,8559460
205.990005,205.994995,198.509995,200.285004,7195990
199.800003,203.5,198.139999,202.229996,7357580
201.600006,204.899994,200,201.585007,11535590
199.5,206,199.5,205.929993,10103420
205.014999,211.020004,205.014999,210.544998,5922360
211,212.800003,207.529999,210.699997,7599730
211.399994,212.199997,208.505005,209.485001,4550790
210,219.399994,209.5,218.559998,11804920
218.399994,224.309998,216.524994,217.610001,19767870
216.5,220.800003,213.25,220.169998,5600510
219,219.169998,212.539993,213.845001,5796430
212.520004,215.300003,210.020004,211.410004,6114220
208.699997,211.854996,204.574997,205.910004,10027770
208.699997,208.699997,201.800003,204.214996,6309960
206.399994,212.095001,203.5,205.225006,10981360
207.479996,215,205.899994,213.899994,10250580
213.490005,222.229996,213.005005,219.315002,12668820
221,223.289993,220.649994,221.824997,9854940
220.399994,220.399994,215.089996,217.315002,6427840
215.800003,221.850006,215.649994,220.649994,8985570
221,223.869995,219.5,220.604996,9041990
219.199997,221.5,218.235001,220.839996,7470310
218.205002,221.699997,217.5,218.634995,6553950
217.199997,221.899994,217.199997,221.475006,6541440
217,220.770004,213,218.464996,13801000
219.600006,220.5,217.860001,218.375,5805340
217.020004,223.300003,216.615005,218.149994,16760620
218,219.619995,214.210007,214.929993,4822120
217.020004,217.869995,214.645004,215.445007,6159350
215.910004,217.300003,214.205002,215.160004,4715270
215,218.190002,214.505005,216.419998,4657350
217.899994,219.889999,216.850006,219.279999,4413810
220.699997,227.5,220,226.505005,8901480
226.5,231.199997,226.5,229.675003,10930310
231,232.380005,228.464996,230.514999,10818300
231.5,236.399994,230.600006,234.149994,11097420
235,239.589996,230.509995,234.585007,18931910
235.300003,236.5,232.300003,233.375,4369290
234,240.5,234,240.080002,6322270
240,240.994995,236.815002,239.574997,8412660
239.100006,239.5,235.100006,237.595001,6469860
237.5,237.800003,233.960007,235.475006,6558160
235.399994,238.5,234.509995,235.240005,7720170
232.520004,233.755005,228.860001,229.604996,11208180
227.945007,238.365005,227.5,236.895004,9033890
237.5,239.199997,234.399994,236.309998,8590930
237.880005,239.985001,230.434998,231.179993,10353270
234,235.880005,232.445007,234.75,7462430
236.054993,238.899994,234.800003,237.195007,6548070
238.199997,241.690002,238.199997,241.065002,16205350
242.300003,244.104996,238.600006,239.100006,6322870
238.654999,239.785004,234.050003,235.985001,6321850
237.600006,237.899994,232.630005,235.324997,7147650
236.315002,236.899994,233,233.774994,13384820
232.5,233.970001,228.100006,229.554993,9312940
230.600006,231.570007,226.199997,229.014999,7078370
228.854996,229.565002,222.220001,223.565002,10740280
224.399994,228.514999,220.779999,226.145004,13210610
225.585007,227.479996,221,222.044998,9349490
222.5,232,222.5,229.725006,10775730
230.199997,231.5,224.839996,227.884995,3898590
227.800003,227.800003,222.509995,224.639999,6523220
226,226.889999,222.100006,226.104996,4910850
225,226.490005,223.5,224.020004,4739430
223.199997,229,222.585007,225.104996,5823070
224.5,226.610001,223.630005,225.304993,6270620
225.199997,227.395004,224.100006,225.244995,6111940
225.809998,227.770004,224.300003,226.735001,6935480
227.050003,228.399994,225.770004,227.380005,7511270
227,232,225.539993,231.570007,11913870
229.5,229.880005,224.595001,226.470001,10046400
225.399994,229.25,224.820007,225.529999,4502440
225,226.699997,224.535004,225.475006,4157440
225.5,227.699997,224,226.419998,9949950
226.490005,231.199997,226.255005,230.365005,5831020
230.399994,232.759995,229.735001,230.759995,3924750
232.490005,240.869995,231.5,239.955002,17696730
239,240.699997,237.475006,239.820007,6571670
235.505005,236.669998,234.5,236.029999,6722760
235.994995,237.085007,234.850006,235.675003,5988530
234.529999,239,234.529999,238.125,5842800
236.509995,239.070007,236.380005,237.649994,4063470
235.619995,237.199997,234.820007,235.524994,5139390
235.475006,237.460007,234.149994,236.279999,3229940
236.800003,237.449997,233.020004,236.244995,4371910
235.315002,238,234.414993,237.259995,3917780
237.800003,239.800003,236.550003,238.25,6216600
238,239.580002,236.699997,237.279999,7038940
236.399994,237.199997,233.804993,234.300003,4212650
235.050003,236.610001,233.365005,234.929993,7106740
234.214996,236.145004,227.195007,229.899994,7812850
230.199997,234.399994,230.199997,232.554993,5078860
233.244995,234.779999,231.240005,232.270004,3091580
231.899994,233.945007,231,233.375,4133790
234.899994,238.994995,234.154999,238.315002,8287730
238.300003,243.184998,237.264999,241.615005,10256190
242.940002,243,240.455002,242.304993,6096810
243.5,249.899994,243.5,248.910004,10252440
249.899994,252.494995,247.615005,251.554993,13420600
254,254.759995,247.800003,250.125,6652420
253.5,254.199997,251.240005,253.220001,7161680
252.199997,255.199997,251.449997,254.115005,5318640
253.5,256,251.5,254.529999,5892870
254.610001,257.494995,253.414993,256.579987,7389020
256.600006,258.329987,255.369995,255.914993,7544680
255.899994,256.410004,251.509995,252.434998,3972500
251,251,246.020004,247.975006,7360900
249,252.895004,247.804993,251.970001,3720910
252.550003,256.649994,249.399994,252.975006,4677172
253.225006,255.225006,251.5,254.475006,2745076
255.975006,259.450012,254,257.524994,3104948
