Open,High,Low,Close,Volume
301.600006,304.700012,287,295,575362
298.799988,303.850006,295.399994,297.5,180389
315.799988,321.600006,297,308.450012,335634
312,314,308.299988,311.950012,318177
312.5,314.950012,309,314.100006,160913
315,324.600006,312.950012,320,341951
315.549988,322,315,318.100006,100299
318.700012,323,317,318.5,82329
318.399994,322,313.049988,319.600006,167259
321.049988,321.950012,317,319.899994,145721
315,318.850006,314.5,316.149994,97767
317.399994,319.5,307.049988,308.25,193177
310.850006,313.149994,305.200012,310.799988,216515
312.899994,326,308,321.049988,131730
326,341,325,337.5,519625
336.899994,336.899994,330.5,332.799988,128038
328,330.950012,319.75,321.600006,238632
325.350006,331.549988,318.399994,328.100006,231595
329,331.899994,326,328.799988,129072
331.5,334.799988,329,330.799988,156441
331.299988,333.799988,327.200012,329.799988,56038
332.5,334,326.049988,331.850006,541226
322.600006,337.600006,321.100006,331,951614
337.399994,340.5,333,335.700012,370144
333,334.899994,328,330.100006,204465
330.399994,331.600006,325.299988,326.799988,235348
324.149994,334.5,324,329.850006,317332
328.149994,332.700012,323,330,393716
329.700012,333.399994,326.5,330.350006,232476
335,350,327.799988,331.600006,346253
331.450012,333.799988,327,329.600006,435235
329.850006,331.850006,326.549988,330.100006,199256
329.450012,349,328,344.450012,344291
351,359.899994,341.799988,343.549988,495762
344.350006,349.700012,340.350006,342.350006,326765
